Date,State,Num_of_Arrivals
2010-01-01,SA,12670
2010-01-01,TAS,3610
2010-01-01,Total,448710
2010-01-01,VIC,93510
2010-01-01,WA,45680
2010-02-01,ACT,7320
2010-02-01,NSW,224490
2010-02-01,NT,4640
2010-02-01,QLD,122950
2010-02-01,SA,17400
2010-02-01,TAS,5620
2010-02-01,Total,560130
2010-02-01,VIC,122730
2010-02-01,WA,54970
2010-03-01,ACT,5660
2010-03-01,NSW,204450
2010-03-01,NT,4030
2010-03-01,QLD,120730
2010-03-01,SA,17700
2010-03-01,TAS,4300
2010-03-01,Total,526330
2010-03-01,VIC,112440
2010-03-01,WA,57020
2010-04-01,ACT,4120
2010-04-01,NSW,165850
2010-04-01,NT,5010
2010-04-01,QLD,106910
2010-04-01,SA,13910
2010-04-01,TAS,2190
2010-04-01,Total,428900
2010-04-01,VIC,85570
2010-04-01,WA,45310
2010-05-01,ACT,3630
2010-05-01,NSW,144250
2010-05-01,NT,5750
2010-05-01,QLD,96990
2010-05-01,SA,9780
2010-05-01,TAS,1920
2010-05-01,Total,374960
2010-05-01,VIC,75900
2010-05-01,WA,36720
2010-06-01,ACT,4130
2010-06-01,NSW,144480
2010-06-01,NT,5770
2010-06-01,QLD,117670
2010-06-01,SA,10340
2010-06-01,TAS,1930
2010-06-01,Total,403700
2010-06-01,VIC,79790
2010-06-01,WA,39580
2010-07-01,ACT,6270
2010-07-01,NSW,182360
2010-07-01,NT,8320
2010-07-01,QLD,154640
2010-07-01,SA,14590
2010-07-01,TAS,2430
2010-07-01,Total,510930
2010-07-01,VIC,99920
2010-07-01,WA,42390
2010-08-01,ACT,5140
2010-08-01,NSW,166860
2010-08-01,NT,8960
2010-08-01,QLD,131470
2010-08-01,SA,10270
2010-08-01,TAS,1610
2010-08-01,Total,451310
2010-08-01,VIC,86850
2010-08-01,WA,40130
2010-09-01,ACT,3960
2010-09-01,NSW,173780
2010-09-01,NT,6400
2010-09-01,QLD,132320
2010-09-01,SA,11820
2010-09-01,TAS,2250
2010-09-01,Total,475680
2010-09-01,VIC,93410
2010-09-01,WA,51750
2010-10-01,ACT,5490
2010-10-01,NSW,184540
2010-10-01,NT,5790
2010-10-01,QLD,130130
2010-10-01,SA,12260
2010-10-01,TAS,2810
2010-10-01,Total,494460
2010-10-01,VIC,103230
2010-10-01,WA,50220
2010-11-01,ACT,4670
2010-11-01,NSW,194320
2010-11-01,NT,4460
2010-11-01,QLD,126890
2010-11-01,SA,14060
2010-11-01,TAS,3450
2010-11-01,Total,518090
2010-11-01,VIC,113810
2010-11-01,WA,56440
2010-12-01,ACT,5750
2010-12-01,NSW,265450
2010-12-01,NT,4650
2010-12-01,QLD,147690
2010-12-01,SA,20140
2010-12-01,TAS,6100
2010-12-01,Total,678360
2010-12-01,VIC,152220
2010-12-01,WA,76360
2011-01-01,ACT,4100
2011-01-01,NSW,196020
2011-01-01,NT,3690
2011-01-01,QLD,96150
2011-01-01,SA,13210
2011-01-01,TAS,4380
2011-01-01,Total,473780
2011-01-01,VIC,107630
2011-01-01,WA,48600
2011-02-01,ACT,6830
2011-02-01,NSW,225040
2011-02-01,NT,4430
2011-02-01,QLD,111790
2011-02-01,SA,17940
2011-02-01,TAS,5910
2011-02-01,Total,565140
2011-02-01,VIC,132050
2011-02-01,WA,61160
2011-03-01,ACT,4940
2011-03-01,NSW,196410
2011-03-01,NT,5450
2011-03-01,QLD,102840
2011-03-01,SA,15560
2011-03-01,TAS,3360
2011-03-01,Total,500100
2011-03-01,VIC,116170
2011-03-01,WA,55360
2011-04-01,ACT,4500
2011-04-01,NSW,175120
2011-04-01,NT,5090
2011-04-01,QLD,107820
2011-04-01,SA,15090
2011-04-01,TAS,2870
2011-04-01,Total,460320
2011-04-01,VIC,97950
2011-04-01,WA,51890
2011-05-01,ACT,3670
2011-05-01,NSW,141050
2011-05-01,NT,6300
2011-05-01,QLD,100180
2011-05-01,SA,8570
2011-05-01,TAS,2000
2011-05-01,Total,384520
2011-05-01,VIC,83580
2011-05-01,WA,39160
2011-06-01,ACT,4210
2011-06-01,NSW,137620
2011-06-01,NT,5700
2011-06-01,QLD,106370
2011-06-01,SA,9370
2011-06-01,TAS,1670
2011-06-01,Total,387680
2011-06-01,VIC,82930
2011-06-01,WA,39800
2011-07-01,ACT,6390
2011-07-01,NSW,175730
2011-07-01,NT,11000
2011-07-01,QLD,151580
2011-07-01,SA,13340
2011-07-01,TAS,2020
2011-07-01,Total,505640
2011-07-01,VIC,100140
2011-07-01,WA,45430
2011-08-01,ACT,3880
2011-08-01,NSW,168820
2011-08-01,NT,7030
2011-08-01,QLD,133510
2011-08-01,SA,10710
2011-08-01,TAS,1630
2011-08-01,Total,467010
2011-08-01,VIC,94720
2011-08-01,WA,46720
2011-09-01,ACT,5240
2011-09-01,NSW,161770
2011-09-01,NT,5730
2011-09-01,QLD,113180
2011-09-01,SA,11590
2011-09-01,TAS,2020
2011-09-01,Total,431040
2011-09-01,VIC,83270
2011-09-01,WA,48250
2011-10-01,ACT,4930
2011-10-01,NSW,189450
2011-10-01,NT,5480
2011-10-01,QLD,130510
2011-10-01,SA,12530
2011-10-01,TAS,2880
2011-10-01,Total,499530
2011-10-01,VIC,102540
2011-10-01,WA,51200
2011-11-01,ACT,6830
2011-11-01,NSW,195730
2011-11-01,NT,5020
2011-11-01,QLD,118370
2011-11-01,SA,13310
2011-11-01,TAS,4240
2011-11-01,Total,522760
2011-11-01,VIC,118920
2011-11-01,WA,60330
2011-12-01,ACT,7260
2011-12-01,NSW,261820
2011-12-01,NT,3840
2011-12-01,QLD,145190
2011-12-01,SA,20540
2011-12-01,TAS,7380
2011-12-01,Total,674790
2011-12-01,VIC,155980
2011-12-01,WA,72770
2012-01-01,ACT,4820
2012-01-01,NSW,193270
2012-01-01,NT,4060
2012-01-01,QLD,107970
2012-01-01,SA,16600
2012-01-01,TAS,4260
2012-01-01,Total,501990
2012-01-01,VIC,117370
2012-01-01,WA,53640
2012-02-01,ACT,8100
2012-02-01,NSW,220150
2012-02-01,NT,5250
2012-02-01,QLD,111560
2012-02-01,SA,18950
2012-02-01,TAS,5730
2012-02-01,Total,565750
2012-02-01,VIC,133920
2012-02-01,WA,62100
2012-03-01,ACT,5080
2012-03-01,NSW,208720
2012-03-01,NT,5270
2012-03-01,QLD,119580
2012-03-01,SA,16080
2012-03-01,TAS,3780
2012-03-01,Total,543830
2012-03-01,VIC,125040
2012-03-01,WA,60270
2012-04-01,ACT,4760
2012-04-01,NSW,174500
2012-04-01,NT,5690
2012-04-01,QLD,109590
2012-04-01,SA,13990
2012-04-01,TAS,2520
2012-04-01,Total,465100
2012-04-01,VIC,101560
2012-04-01,WA,52470
2012-05-01,ACT,3670
2012-05-01,NSW,143040
2012-05-01,NT,6530
2012-05-01,QLD,99980
2012-05-01,SA,8720
2012-05-01,TAS,2370
2012-05-01,Total,393430
2012-05-01,VIC,87470
2012-05-01,WA,41660
2012-06-01,ACT,4340
2012-06-01,NSW,144940
2012-06-01,NT,7620
2012-06-01,QLD,122310
2012-06-01,SA,10220
2012-06-01,TAS,2400
2012-06-01,Total,420510
2012-06-01,VIC,84970
2012-06-01,WA,43730
2012-07-01,ACT,6590
2012-07-01,NSW,169360
2012-07-01,NT,11040
2012-07-01,QLD,147630
2012-07-01,SA,14090
2012-07-01,TAS,2220
2012-07-01,Total,499860
2012-07-01,VIC,103120
2012-07-01,WA,45810
2012-08-01,ACT,5180
2012-08-01,NSW,176510
2012-08-01,NT,9380
2012-08-01,QLD,139920
2012-08-01,SA,11700
2012-08-01,TAS,2320
2012-08-01,Total,498740
2012-08-01,VIC,104180
2012-08-01,WA,49540
2012-09-01,ACT,6030
2012-09-01,NSW,162790
2012-09-01,NT,7330
2012-09-01,QLD,137780
2012-09-01,SA,12420
2012-09-01,TAS,2170
2012-09-01,Total,475470
2012-09-01,VIC,94080
2012-09-01,WA,52880
2012-10-01,ACT,5690
2012-10-01,NSW,188560
2012-10-01,NT,7760
2012-10-01,QLD,136660
2012-10-01,SA,13310
2012-10-01,TAS,2890
2012-10-01,Total,521010
2012-10-01,VIC,110700
2012-10-01,WA,55440
2012-11-01,ACT,5500
2012-11-01,NSW,205910
2012-11-01,NT,7300
2012-11-01,QLD,131390
2012-11-01,SA,17190
2012-11-01,TAS,3690
2012-11-01,Total,560100
2012-11-01,VIC,125790
2012-11-01,WA,63340
2012-12-01,ACT,7920
2012-12-01,NSW,273250
2012-12-01,NT,5250
2012-12-01,QLD,153780
2012-12-01,SA,25640
2012-12-01,TAS,6910
2012-12-01,Total,721320
2012-12-01,VIC,169900
2012-12-01,WA,78660
2013-01-01,ACT,5690
2013-01-01,NSW,188870
2013-01-01,NT,4800
2013-01-01,QLD,102450
2013-01-01,SA,15230
2013-01-01,TAS,4760
2013-01-01,Total,488670
2013-01-01,VIC,111750
2013-01-01,WA,55130
2013-02-01,ACT,8170
2013-02-01,NSW,238430
2013-02-01,NT,4710
2013-02-01,QLD,128250
2013-02-01,SA,19840
2013-02-01,TAS,7270
2013-02-01,Total,616970
2013-02-01,VIC,146410
2013-02-01,WA,63900
2013-03-01,ACT,5010
2013-03-01,NSW,220950
2013-03-01,NT,6220
2013-03-01,QLD,127570
2013-03-01,SA,18750
2013-03-01,TAS,4540
2013-03-01,Total,588870
2013-03-01,VIC,139930
2013-03-01,WA,65890
2013-04-01,ACT,4420
2013-04-01,NSW,176770
2013-04-01,NT,9190
2013-04-01,QLD,103840
2013-04-01,SA,13660
2013-04-01,TAS,2710
2013-04-01,Total,461540
2013-04-01,VIC,100110
2013-04-01,WA,50830
2013-05-01,ACT,4160
2013-05-01,NSW,154600
2013-05-01,NT,6330
2013-05-01,QLD,100580
2013-05-01,SA,10070
2013-05-01,TAS,2340
2013-05-01,Total,413330
2013-05-01,VIC,90680
2013-05-01,WA,44580
2013-06-01,ACT,4510
2013-06-01,NSW,161070
2013-06-01,NT,7240
2013-06-01,QLD,123830
2013-06-01,SA,9860
2013-06-01,TAS,1620
2013-06-01,Total,447520
2013-06-01,VIC,93300
2013-06-01,WA,46090
2013-07-01,ACT,7240
2013-07-01,NSW,188040
2013-07-01,NT,7940
2013-07-01,QLD,154760
2013-07-01,SA,14400
2013-07-01,TAS,2250
2013-07-01,Total,530910
2013-07-01,VIC,109520
2013-07-01,WA,46770
2013-08-01,ACT,4780
2013-08-01,NSW,190370
2013-08-01,NT,10720
2013-08-01,QLD,142020
2013-08-01,SA,13140
2013-08-01,TAS,2030
2013-08-01,Total,529350
2013-08-01,VIC,112650
2013-08-01,WA,53620
2013-09-01,ACT,5410
2013-09-01,NSW,180970
2013-09-01,NT,7780
2013-09-01,QLD,126130
2013-09-01,SA,13340
2013-09-01,TAS,2140
2013-09-01,Total,493890
2013-09-01,VIC,103720
2013-09-01,WA,54410
2013-10-01,ACT,5350
2013-10-01,NSW,205820
2013-10-01,NT,6490
2013-10-01,QLD,137040
2013-10-01,SA,15150
2013-10-01,TAS,3020
2013-10-01,Total,542760
2013-10-01,VIC,112370
2013-10-01,WA,57510
2013-11-01,ACT,5140
2013-11-01,NSW,223960
2013-11-01,NT,4700
2013-11-01,QLD,124010
2013-11-01,SA,20150
2013-11-01,TAS,3920
2013-11-01,Total,578130
2013-11-01,VIC,133040
2013-11-01,WA,63200
2013-12-01,ACT,7690
2013-12-01,NSW,308030
2013-12-01,NT,4760
2013-12-01,QLD,155140
2013-12-01,SA,27700
2013-12-01,TAS,7460
2013-12-01,Total,789760
2013-12-01,VIC,189170
2013-12-01,WA,89800
2014-01-01,ACT,5370
2014-01-01,NSW,225950
2014-01-01,NT,4530
2014-01-01,QLD,110450
2014-01-01,SA,19380
2014-01-01,TAS,4900
2014-01-01,Total,562510
2014-01-01,VIC,132120
2014-01-01,WA,59800
2014-02-01,ACT,8280
2014-02-01,NSW,261470
2014-02-01,NT,4550
2014-02-01,QLD,121480
2014-02-01,SA,22870
2014-02-01,TAS,5590
2014-02-01,Total,637630
2014-02-01,VIC,145940
2014-02-01,WA,67450
2014-03-01,ACT,4560
2014-03-01,NSW,237870
2014-03-01,NT,5480
2014-03-01,QLD,121090
2014-03-01,SA,20610
2014-03-01,TAS,3760
2014-03-01,Total,600820
2014-03-01,VIC,141520
2014-03-01,WA,65920
2014-04-01,ACT,4280
2014-04-01,NSW,203490
2014-04-01,NT,10830
2014-04-01,QLD,114320
2014-04-01,SA,17090
2014-04-01,TAS,3230
2014-04-01,Total,528560
2014-04-01,VIC,116160
2014-04-01,WA,59140
2014-05-01,ACT,4360
2014-05-01,NSW,180320
2014-05-01,NT,6760
2014-05-01,QLD,105520
2014-05-01,SA,14050
2014-05-01,TAS,2270
2014-05-01,Total,472880
2014-05-01,VIC,111450
2014-05-01,WA,48140
2014-06-01,ACT,4220
2014-06-01,NSW,166080
2014-06-01,NT,8070
2014-06-01,QLD,114400
2014-06-01,SA,13300
2014-06-01,TAS,1500
2014-06-01,Total,457900
2014-06-01,VIC,101000
2014-06-01,WA,49330
2014-07-01,ACT,6390
2014-07-01,NSW,201340
2014-07-01,NT,12140
2014-07-01,QLD,158600
2014-07-01,SA,17500
2014-07-01,TAS,2210
2014-07-01,Total,589650
2014-07-01,VIC,134700
2014-07-01,WA,56760
2014-08-01,ACT,5000
2014-08-01,NSW,194120
2014-08-01,NT,10350
2014-08-01,QLD,147500
2014-08-01,SA,14320
2014-08-01,TAS,2140
2014-08-01,Total,540910
2014-08-01,VIC,116810
2014-08-01,WA,50660
2014-09-01,ACT,5030
2014-09-01,NSW,188280
2014-09-01,NT,8580
2014-09-01,QLD,132020
2014-09-01,SA,15180
2014-09-01,TAS,1930
2014-09-01,Total,521750
2014-09-01,VIC,110730
2014-09-01,WA,60000
2014-10-01,ACT,6520
2014-10-01,NSW,210560
2014-10-01,NT,8490
2014-10-01,QLD,145290
2014-10-01,SA,17470
2014-10-01,TAS,3800
2014-10-01,Total,586680
2014-10-01,VIC,132110
2014-10-01,WA,62420
2014-11-01,ACT,6390
2014-11-01,NSW,233180
2014-11-01,NT,7680
2014-11-01,QLD,127140
2014-11-01,SA,17980
2014-11-01,TAS,6020
2014-11-01,Total,611230
2014-11-01,VIC,145420
2014-11-01,WA,67350
2014-12-01,ACT,9040
2014-12-01,NSW,314940
2014-12-01,NT,4480
2014-12-01,QLD,162020
2014-12-01,SA,27970
2014-12-01,TAS,9010
2014-12-01,Total,811830
2014-12-01,VIC,195610
2014-12-01,WA,88740
2015-01-01,ACT,5980
2015-01-01,NSW,214350
2015-01-01,NT,3960
2015-01-01,QLD,106810
2015-01-01,SA,18480
2015-01-01,TAS,4960
2015-01-01,Total,547430
2015-01-01,VIC,137520
2015-01-01,WA,55370
2015-02-01,ACT,9270
2015-02-01,NSW,281790
2015-02-01,NT,5250
2015-02-01,QLD,136820
2015-02-01,SA,25260
2015-02-01,TAS,7060
2015-02-01,Total,726060
2015-02-01,VIC,189010
2015-02-01,WA,71600
2015-03-01,ACT,6520
2015-03-01,NSW,265090
2015-03-01,NT,5540
2015-03-01,QLD,133500
2015-03-01,SA,21430
2015-03-01,TAS,4780
2015-03-01,Total,679270
2015-03-01,VIC,172420
2015-03-01,WA,69950
2015-04-01,ACT,4800
2015-04-01,NSW,206130
2015-04-01,NT,11090
2015-04-01,QLD,118720
2015-04-01,SA,17510
2015-04-01,TAS,2950
2015-04-01,Total,550150
2015-04-01,VIC,129150
2015-04-01,WA,59800
2015-05-01,ACT,4260
2015-05-01,NSW,185950
2015-05-01,NT,5690
2015-05-01,QLD,111290
2015-05-01,SA,12420
2015-05-01,TAS,2400
2015-05-01,Total,485660
2015-05-01,VIC,114570
2015-05-01,WA,49060
2015-06-01,ACT,4910
2015-06-01,NSW,171900
2015-06-01,NT,13620
2015-06-01,QLD,120410
2015-06-01,SA,10270
2015-06-01,TAS,2310
2015-06-01,Total,488150
2015-06-01,VIC,113940
2015-06-01,WA,50790
2015-07-01,ACT,7900
2015-07-01,NSW,214220
2015-07-01,NT,12130
2015-07-01,QLD,174460
2015-07-01,SA,16930
2015-07-01,TAS,3320
2015-07-01,Total,628270
2015-07-01,VIC,140420
2015-07-01,WA,58880
2015-08-01,ACT,4740
2015-08-01,NSW,213400
2015-08-01,NT,8210
2015-08-01,QLD,146490
2015-08-01,SA,13730
2015-08-01,TAS,2640
2015-08-01,Total,574140
2015-08-01,VIC,129560
2015-08-01,WA,55360
2015-09-01,ACT,4980
2015-09-01,NSW,204230
2015-09-01,NT,6980
2015-09-01,QLD,146070
2015-09-01,SA,13790
2015-09-01,TAS,2910
2015-09-01,Total,571990
2015-09-01,VIC,130300
2015-09-01,WA,62750
2015-10-01,ACT,6100
2015-10-01,NSW,226460
2015-10-01,NT,6690
2015-10-01,QLD,151540
2015-10-01,SA,15970
2015-10-01,TAS,3950
2015-10-01,Total,625800
2015-10-01,VIC,152620
2015-10-01,WA,62470
2015-11-01,ACT,6320
2015-11-01,NSW,251080
2015-11-01,NT,5830
2015-11-01,QLD,141970
2015-11-01,SA,17850
2015-11-01,TAS,6060
2015-11-01,Total,671540
2015-11-01,VIC,169380
2015-11-01,WA,73050
2015-12-01,ACT,7750
2015-12-01,NSW,350330
2015-12-01,NT,4060
2015-12-01,QLD,176140
2015-12-01,SA,27090
2015-12-01,TAS,9240
2015-12-01,Total,901320
2015-12-01,VIC,231930
2015-12-01,WA,94760
2016-01-01,ACT,5180
2016-01-01,NSW,245020
2016-01-01,NT,3590
2016-01-01,QLD,123610
2016-01-01,SA,16530
2016-01-01,TAS,5550
2016-01-01,Total,617670
2016-01-01,VIC,162400
2016-01-01,WA,55790
2016-02-01,ACT,8980
2016-02-01,NSW,316290
2016-02-01,NT,4700
2016-02-01,QLD,148240
2016-02-01,SA,22590
2016-02-01,TAS,7610
2016-02-01,Total,798610
2016-02-01,VIC,209120
2016-02-01,WA,81070
2016-03-01,ACT,7590
2016-03-01,NSW,298660
2016-03-01,NT,5270
2016-03-01,QLD,153120
2016-03-01,SA,21540
2016-03-01,TAS,5400
2016-03-01,Total,757350
2016-03-01,VIC,187650
2016-03-01,WA,78120
2016-04-01,ACT,5720
2016-04-01,NSW,235320
2016-04-01,NT,8270
2016-04-01,QLD,131910
2016-04-01,SA,15610
2016-04-01,TAS,3500
2016-04-01,Total,610500
2016-04-01,VIC,146960
2016-04-01,WA,63200
2016-05-01,ACT,4050
2016-05-01,NSW,204520
2016-05-01,NT,5530
2016-05-01,QLD,122980
2016-05-01,SA,12290
2016-05-01,TAS,2830
2016-05-01,Total,541280
2016-05-01,VIC,132470
2016-05-01,WA,56600
2016-06-01,ACT,4510
2016-06-01,NSW,199940
2016-06-01,NT,6120
2016-06-01,QLD,136350
2016-06-01,SA,12420
2016-06-01,TAS,3160
2016-06-01,Total,555070
2016-06-01,VIC,134940
2016-06-01,WA,57630
2016-07-01,ACT,8790
2016-07-01,NSW,248040
2016-07-01,NT,13540
2016-07-01,QLD,184900
2016-07-01,SA,19640
2016-07-01,TAS,4160
2016-07-01,Total,715780
2016-07-01,VIC,168990
2016-07-01,WA,67730
2016-08-01,ACT,4210
2016-08-01,NSW,233070
2016-08-01,NT,9470
2016-08-01,QLD,161530
2016-08-01,SA,14390
2016-08-01,TAS,3120
2016-08-01,Total,632140
2016-08-01,VIC,147170
2016-08-01,WA,59170
2016-09-01,ACT,5950
2016-09-01,NSW,231420
2016-09-01,NT,8440
2016-09-01,QLD,163710
2016-09-01,SA,16830
2016-09-01,TAS,3310
2016-09-01,Total,647040
2016-09-01,VIC,145180
2016-09-01,WA,72190
2016-10-01,ACT,6770
2016-10-01,NSW,249410
2016-10-01,NT,7200
2016-10-01,QLD,169250
2016-10-01,SA,17820
2016-10-01,TAS,4220
2016-10-01,Total,695920
2016-10-01,VIC,169770
2016-10-01,WA,71470
2016-11-01,ACT,6690
2016-11-01,NSW,280130
2016-11-01,NT,5440
2016-11-01,QLD,145220
2016-11-01,SA,18310
2016-11-01,TAS,6900
2016-11-01,Total,721830
2016-11-01,VIC,181350
2016-11-01,WA,77780
2016-12-01,ACT,9810
2016-12-01,NSW,377470
2016-12-01,NT,5960
2016-12-01,QLD,185360
2016-12-01,SA,29220
2016-12-01,TAS,10760
2016-12-01,Total,976150
2016-12-01,VIC,254120
2016-12-01,WA,103400
2017-01-01,ACT,6620
2017-01-01,NSW,297840
2017-01-01,NT,4080
2017-01-01,QLD,133540
2017-01-01,SA,20230
2017-01-01,TAS,7090
2017-01-01,Total,723990
2017-01-01,VIC,190760
2017-01-01,WA,63790
2017-02-01,ACT,10340
2017-02-01,NSW,313880
2017-02-01,NT,6620
2017-02-01,QLD,141680
2017-02-01,SA,25050
2017-02-01,TAS,7440
2017-02-01,Total,787580
2017-02-01,VIC,206910
2017-02-01,WA,75650
2017-03-01,ACT,6860
2017-03-01,NSW,305540
2017-03-01,NT,5670
2017-03-01,QLD,152560
2017-03-01,SA,22410
2017-03-01,TAS,6020
2017-03-01,Total,772230
2017-03-01,VIC,194860
2017-03-01,WA,78240
2017-04-01,ACT,7170
2017-04-01,NSW,275910
2017-04-01,NT,8150
2017-04-01,QLD,144470
2017-04-01,SA,17440
2017-04-01,TAS,4700
2017-04-01,Total,700010
2017-04-01,VIC,171090
2017-04-01,WA,71030
2017-05-01,ACT,4390
2017-05-01,NSW,222860
2017-05-01,NT,7280
2017-05-01,QLD,128360
2017-05-01,SA,13020
2017-05-01,TAS,3450
2017-05-01,Total,579090
2017-05-01,VIC,140710
2017-05-01,WA,58990
2017-06-01,ACT,6610
2017-06-01,NSW,221400
2017-06-01,NT,9840
2017-06-01,QLD,139920
2017-06-01,SA,14080
2017-06-01,TAS,3890
2017-06-01,Total,606010
2017-06-01,VIC,148840
2017-06-01,WA,61400
2017-07-01,ACT,10620
2017-07-01,NSW,269510
2017-07-01,NT,10020
2017-07-01,QLD,194860
2017-07-01,SA,20690
2017-07-01,TAS,5430
2017-07-01,Total,746410
2017-07-01,VIC,173800
2017-07-01,WA,61460
2017-08-01,ACT,7430
2017-08-01,NSW,257000
2017-08-01,NT,8960
2017-08-01,QLD,172140
2017-08-01,SA,17850
2017-08-01,TAS,4700
2017-08-01,Total,702900
2017-08-01,VIC,170040
2017-08-01,WA,64730
2017-09-01,ACT,7460
2017-09-01,NSW,247690
2017-09-01,NT,8250
2017-09-01,QLD,158140
2017-09-01,SA,20550
2017-09-01,TAS,4920
2017-09-01,Total,663590
2017-09-01,VIC,151830
2017-09-01,WA,64720
2017-10-01,ACT,7330
2017-10-01,NSW,279160
2017-10-01,NT,8190
2017-10-01,QLD,171110
2017-10-01,SA,20190
2017-10-01,TAS,6330
2017-10-01,Total,741360
2017-10-01,VIC,177210
2017-10-01,WA,71830
2017-11-01,ACT,8170
2017-11-01,NSW,302790
2017-11-01,NT,6520
2017-11-01,QLD,154570
2017-11-01,SA,23240
2017-11-01,TAS,8560
2017-11-01,Total,777090
2017-11-01,VIC,195260
2017-11-01,WA,77960
2017-12-01,ACT,10530
2017-12-01,NSW,389480
2017-12-01,NT,4790
2017-12-01,QLD,196800
2017-12-01,SA,32460
2017-12-01,TAS,13740
2017-12-01,Total,1015040
2017-12-01,VIC,263240
2017-12-01,WA,103960
2018-01-01,ACT,8260
2018-01-01,NSW,270170
2018-01-01,NT,4200
2018-01-01,QLD,139380
2018-01-01,SA,21910
2018-01-01,TAS,7810
2018-01-01,Total,702580
2018-01-01,VIC,190960
2018-01-01,WA,59810
2018-02-01,ACT,13630
2018-02-01,NSW,360980
2018-02-01,NT,4250
2018-02-01,QLD,168500
2018-02-01,SA,29330
2018-02-01,TAS,12290
2018-02-01,Total,914530
2018-02-01,VIC,243500
2018-02-01,WA,82050
2018-03-01,ACT,8700
2018-03-01,NSW,343770
2018-03-01,NT,5280
2018-03-01,QLD,173800
2018-03-01,SA,25160
2018-03-01,TAS,9300
2018-03-01,Total,872350
2018-03-01,VIC,222700
2018-03-01,WA,83580
2018-04-01,ACT,9820
2018-04-01,NSW,258380
2018-04-01,NT,6370
2018-04-01,QLD,144960
2018-04-01,SA,20240
2018-04-01,TAS,6160
2018-04-01,Total,679780
2018-04-01,VIC,173780
2018-04-01,WA,60040
2018-05-01,ACT,7790
2018-05-01,NSW,229400
2018-05-01,NT,5520
2018-05-01,QLD,135660
2018-05-01,SA,15130
2018-05-01,TAS,4400
2018-05-01,Total,609450
2018-05-01,VIC,153190
2018-05-01,WA,58350
2018-06-01,ACT,7470
2018-06-01,NSW,229540
2018-06-01,NT,6490
2018-06-01,QLD,156160
2018-06-01,SA,14880
2018-06-01,TAS,4690
2018-06-01,Total,646650
2018-06-01,VIC,164970
2018-06-01,WA,62410
2018-07-01,ACT,12070
2018-07-01,NSW,271210
2018-07-01,NT,8860
2018-07-01,QLD,206470
2018-07-01,SA,20190
2018-07-01,TAS,5350
2018-07-01,Total,774360
2018-07-01,VIC,191350
2018-07-01,WA,58770
2018-08-01,ACT,6490
2018-08-01,NSW,264220
2018-08-01,NT,8190
2018-08-01,QLD,191630
2018-08-01,SA,18310
2018-08-01,TAS,3790
2018-08-01,Total,741710
2018-08-01,VIC,183120
2018-08-01,WA,65920
2018-09-01,ACT,7200
2018-09-01,NSW,251580
2018-09-01,NT,7010
2018-09-01,QLD,169090
2018-09-01,SA,18620
2018-09-01,TAS,4800
2018-09-01,Total,690190
2018-09-01,VIC,167310
2018-09-01,WA,64560
2018-10-01,ACT,7980
2018-10-01,NSW,283930
2018-10-01,NT,5050
2018-10-01,QLD,169300
2018-10-01,SA,20490
2018-10-01,TAS,6290
2018-10-01,Total,753960
2018-10-01,VIC,190240
2018-10-01,WA,70660
2018-11-01,ACT,9120
2018-11-01,NSW,306210
2018-11-01,NT,5560
2018-11-01,QLD,153530
2018-11-01,SA,24480
2018-11-01,TAS,9150
2018-11-01,Total,802160
2018-11-01,VIC,215210
2018-11-01,WA,78830
2018-12-01,ACT,11230
2018-12-01,NSW,403740
2018-12-01,NT,5540
2018-12-01,QLD,204530
2018-12-01,SA,31490
2018-12-01,TAS,14550
2018-12-01,Total,1057900
2018-12-01,VIC,282610
2018-12-01,WA,104110
2019-01-01,ACT,8030
2019-01-01,NSW,282660
2019-01-01,NT,3420
2019-01-01,QLD,141460
2019-01-01,SA,22480
2019-01-01,TAS,8540
2019-01-01,Total,731130
2019-01-01,VIC,205580
2019-01-01,WA,58910
2019-02-01,ACT,14420
2019-02-01,NSW,357420
2019-02-01,NT,5110
2019-02-01,QLD,165280
2019-02-01,SA,30240
2019-02-01,TAS,13270
2019-02-01,Total,927240
2019-02-01,VIC,259060
2019-02-01,WA,82460
2019-03-01,ACT,8280
2019-03-01,NSW,314010
2019-03-01,NT,4920
2019-03-01,QLD,166420
2019-03-01,SA,24700
2019-03-01,TAS,8730
2019-03-01,Total,836350
2019-03-01,VIC,234430
2019-03-01,WA,74810
2019-04-01,ACT,7220
2019-04-01,NSW,267170
2019-04-01,NT,7250
2019-04-01,QLD,148810
2019-04-01,SA,20480
2019-04-01,TAS,6540
2019-04-01,Total,700370
2019-04-01,VIC,180000
2019-04-01,WA,62860
2019-05-01,ACT,6140
2019-05-01,NSW,251990
2019-05-01,NT,6060
2019-05-01,QLD,144290
2019-05-01,SA,17540
2019-05-01,TAS,4640
2019-05-01,Total,668280
2019-05-01,VIC,176510
2019-05-01,WA,61100
2019-06-01,ACT,6960
2019-06-01,NSW,235050
2019-06-01,NT,7070
2019-06-01,QLD,156510
2019-06-01,SA,16450
2019-06-01,TAS,4540
2019-06-01,Total,660340
2019-06-01,VIC,170790
2019-06-01,WA,62950
2019-07-01,ACT,11130
2019-07-01,NSW,268050
2019-07-01,NT,9460
2019-07-01,QLD,206910
2019-07-01,SA,21950
2019-07-01,TAS,5670
2019-07-01,Total,790380
2019-07-01,VIC,201930
2019-07-01,WA,65260
